RI,QA-check,Color-check,Purity-Level,Depth-percentage,Width-of-iron-top-width,Axis-x,Axis-y,Axis-z,Price-in-dollars,ID
0.76,Very Good,H,VS2,58.7,61.0,5.96,5.99,3.51,2599,uid_17663
0.31,Premium,F,VS2,61.6,58.0,4.38,4.35,2.69,802,uid_10696
0.3,Ideal,H,IF,60.8,56.0,4.35,4.37,2.65,789,uid_47418
1.07,Very Good,E,VS2,62.5,57.0,6.53,6.6,4.1,6120,uid_9157
0.3,Premium,H,VVS1,61.3,58.0,4.32,4.3,2.64,761,uid_16889
1.13,Ideal,F,SI2,61.8,56.0,6.69,6.73,4.15,4984,uid_2047
1.09,Very Good,D,SI2,62.2,59.0,6.46,6.49,4.03,4598,uid_23224
1.34,Ideal,J,VS1,62.0,57.0,7.04,7.12,4.39,5748,uid_46189
0.3,Very Good,I,VS1,63.5,57.0,4.29,4.24,2.71,608,uid_25656
2.02,Ideal,H,SI2,60.8,56.0,8.21,8.14,4.97,11715,uid_9647
0.35,Ideal,D,SI2,62.2,56.0,4.55,4.52,2.82,669,uid_32344
0.46,Very Good,F,VS2,59.6,58.2,4.99,5.06,3.0,1273,uid_19195
0.32,Ideal,F,VVS2,60.7,57.0,4.42,4.45,2.69,1068,uid_45762
0.32,Ideal,H,VVS1,61.3,57.0,4.41,4.43,2.71,821,uid_28735
0.3,Very Good,F,VS2,62.8,58.0,4.25,4.28,2.68,605,uid_47253
1.31,Premium,H,VS2,61.0,58.0,7.1,7.06,4.32,8106,uid_2136
0.4,Good,D,VS2,63.2,57.0,4.65,4.71,2.96,786,uid_20432
0.76,Ideal,E,SI1,61.8,57.0,5.84,5.87,3.62,3170,uid_15812
0.5,Premium,E,VS1,60.1,58.0,5.21,5.17,3.12,1672,uid_15851
0.7,Very Good,D,VS1,60.1,60.0,5.73,5.76,3.45,3208,uid_27711
1.52,Ideal,F,SI1,61.5,55.0,7.41,7.44,4.57,12364,uid_23812
0.5,Very Good,H,SI1,61.9,63.0,5.08,5.04,3.13,1031,uid_17285
0.8,Premium,E,VVS2,62.9,59.0,5.95,5.88,3.72,4229,uid_25819
0.7,Ideal,G,IF,61.3,56.0,5.72,5.73,3.51,3949,uid_11846
1.3,Fair,H,I1,64.4,57.0,6.93,6.86,4.44,2512,uid_25766
0.93,Ideal,F,SI2,62.0,57.0,6.31,6.28,3.9,3266,uid_23648
0.32,Very Good,E,SI1,63.3,56.0,4.35,4.34,2.75,720,uid_7948
0.7,Fair,H,I1,62.1,66.0,5.56,5.52,3.44,1138,uid_3062
0.5,Ideal,E,VVS2,61.5,57.0,5.09,5.12,3.14,2236,uid_3910
0.9,Premium,E,SI1,62.7,62.0,6.22,6.1,3.85,4092,uid_48341
0.28,Very Good,F,VVS1,62.9,57.0,4.13,4.17,2.61,642,uid_27415
1.4,Ideal,G,VS2,61.7,56.0,7.2,7.25,4.46,10311,uid_42289
1.18,Ideal,I,VVS1,62.6,54.0,6.74,6.78,4.23,6750,uid_37544
1.02,Very Good,F,VS1,62.7,55.0,6.37,6.43,4.01,7539,uid_21998
0.43,Very Good,E,SI1,63.4,56.0,4.82,4.8,3.05,894,uid_20256
0.24,Very Good,F,VVS1,62.3,56.0,3.97,4.01,2.49,608,uid_3938
1.25,Premium,I,VS1,59.4,60.0,7.1,7.03,4.2,5331,uid_50604
0.41,Good,E,SI1,63.6,58.0,4.74,4.72,3.01,904,uid_31361
0.3,Premium,D,SI1,62.0,60.0,4.26,4.29,2.65,552,uid_30485
0.73,Ideal,H,IF,61.4,59.0,5.77,5.83,3.56,3429,uid_22904
1.7,Very Good,G,VS1,63.5,56.0,7.64,7.53,4.82,15102,uid_40275
0.56,Ideal,I,IF,61.9,54.0,5.29,5.34,3.29,1689,uid_23280
0.61,Ideal,F,VS1,62.3,55.0,5.46,5.49,3.41,2366,uid_17734
0.72,Ideal,H,VS1,61.6,55.0,5.76,5.8,3.56,3133,uid_20612
1.11,Ideal,G,SI1,61.9,57.0,6.63,6.66,4.11,5408,uid_41844
0.23,Premium,E,VVS2,61.8,58.0,3.94,3.92,2.43,680,uid_49422
0.5,Ideal,H,VS2,61.2,56.0,5.18,5.14,3.16,1332,uid_43194
2.01,Very Good,I,SI1,62.8,60.0,7.99,8.04,5.03,14811,uid_1650
0.5,Ideal,H,SI1,59.2,62.0,5.17,5.2,3.07,1160,uid_33942
0.51,Ideal,D,VS2,62.5,56.0,5.13,5.11,3.2,2056,uid_5505
1.21,Premium,I,VS2,61.6,61.0,6.86,6.8,4.21,4669,uid_3345
0.38,Ideal,F,SI2,60.9,56.0,4.69,4.74,2.87,568,uid_30510
1.02,Ideal,F,VS2,62.7,57.0,6.44,6.47,4.05,6614,uid_21630
1.14,Ideal,F,VVS1,62.2,56.0,6.69,6.67,4.16,11844,uid_51142
2.01,Ideal,I,VS2,64.8,55.0,7.91,7.87,5.12,15729,uid_25702
0.23,Very Good,D,VVS2,62.5,58.0,3.92,3.95,2.46,530,uid_40227
1.1,Very Good,G,SI1,59.4,58.0,6.72,6.79,4.01,4997,uid_3515
1.6,Very Good,I,SI2,62.2,59.0,7.42,7.46,4.63,7906,uid_8870
0.51,Very Good,H,VVS2,62.2,61.0,5.06,5.1,3.16,1577,uid_5699
1.51,Ideal,F,SI2,62.6,55.0,7.39,7.35,4.61,9471,uid_8289
0.53,Very Good,G,SI1,61.0,55.0,5.21,5.32,3.21,1219,uid_26508
0.54,Very Good,F,VS2,59.5,58.0,5.29,5.36,3.17,1662,uid_228
0.74,Premium,F,SI1,60.7,59.0,5.85,5.82,3.54,2415,uid_5267
1.08,Very Good,I,SI1,62.2,57.0,6.57,6.54,4.08,4933,uid_33349
0.41,Ideal,H,VVS1,62.7,54.0,4.79,4.78,3.0,1115,uid_42614
0.45,Good,G,VS1,58.1,61.2,5.02,5.07,2.93,1154,uid_22647
1.05,Ideal,F,VVS2,61.5,57.0,6.51,6.57,4.02,9138,uid_34542
0.24,Very Good,E,VVS1,61.2,55.0,4.03,4.08,2.48,485,uid_11904
0.4,Premium,F,VS2,61.6,58.0,4.75,4.8,2.94,842,uid_50451
1.2,Premium,E,VVS2,61.4,56.0,6.94,6.83,4.23,11435,uid_28144
0.7,Premium,H,SI1,60.3,55.0,5.8,5.75,3.48,2176,uid_34505
0.72,Premium,E,SI1,62.1,58.0,5.76,5.73,3.57,2857,uid_21530
1.12,Very Good,G,VVS1,60.9,57.0,6.67,6.72,4.08,8408,uid_39037
0.9,Premium,I,VS1,61.0,55.0,6.29,6.27,3.83,3720,uid_33123
0.9,Premium,I,VS2,63.0,58.0,6.16,6.12,3.87,2761,uid_35713
1.18,Ideal,D,SI1,61.9,55.0,6.76,6.8,4.2,7087,uid_34353
0.31,Ideal,I,SI1,62.7,56.0,4.3,4.34,2.71,408,uid_38459
1.0,Premium,D,VVS2,59.9,61.0,6.5,6.42,3.87,9918,uid_19352
2.2,Premium,J,VS1,61.7,59.0,8.34,8.3,5.13,15201,uid_9471
0.7,Very Good,I,SI1,63.2,59.0,5.59,5.62,3.54,1890,uid_50732
2.0,Premium,D,SI2,59.3,62.0,8.12,8.06,4.8,12576,uid_51339
0.71,Good,J,VS2,60.6,61.0,5.7,5.79,3.48,1922,uid_34101
0.3,Ideal,F,SI1,61.4,58.0,4.3,4.33,2.65,475,uid_31912
0.78,Ideal,H,SI1,61.1,57.0,5.9,5.94,3.62,2616,uid_22754
1.01,Premium,H,VS1,62.1,62.0,6.36,6.32,3.94,5826,uid_53511
0.31,Ideal,D,VS2,60.7,56.0,4.38,4.35,2.65,942,uid_47009
0.4,Very Good,H,VS1,63.4,58.0,4.74,4.66,2.98,1007,uid_9377
0.5,Good,J,SI1,63.3,60.0,4.97,4.99,3.15,877,uid_13856
1.16,Very Good,I,SI1,62.9,58.0,6.64,6.69,4.19,4586,uid_5729
0.33,Ideal,F,VVS2,61.9,56.0,4.42,4.46,2.75,810,uid_42112
0.65,Very Good,F,VS1,59.3,56.0,5.64,5.76,3.37,2406,uid_43134
1.06,Premium,F,SI1,60.4,62.0,6.62,6.59,3.99,5580,uid_20673
0.51,Ideal,D,SI1,61.5,56.0,5.15,5.16,3.17,1431,uid_14296
0.37,Premium,E,VS2,60.3,58.0,4.66,4.63,2.8,1041,uid_52379
1.5,Premium,E,SI2,61.7,58.0,7.2,7.17,4.43,8190,uid_32464
0.39,Ideal,E,VS2,61.3,56.0,4.71,4.75,2.9,911,uid_29785
1.03,Premium,D,SI2,61.3,61.0,6.49,6.46,3.97,4764,uid_40691
0.41,Ideal,G,VS2,61.4,54.0,4.84,4.77,2.95,1061,uid_43933
0.24,Very Good,E,VVS1,62.5,59.0,3.96,4.01,2.49,552,uid_42613
0.32,Ideal,F,VS2,61.2,56.0,4.41,4.44,2.71,645,uid_45136
0.9,Ideal,H,VVS2,62.0,57.0,6.2,6.15,3.83,4838,uid_25626
0.41,Ideal,E,VS1,62.1,55.0,4.77,4.8,2.97,1079,uid_50824
0.84,Very Good,G,SI2,62.8,57.0,6.0,6.04,3.78,3015,uid_27767
1.31,Good,G,SI1,63.4,56.5,6.87,6.97,4.4,7147,uid_13658
1.13,Ideal,H,SI2,61.0,60.0,6.73,6.69,4.09,4535,uid_37018
1.04,Very Good,I,I1,61.6,61.0,6.45,6.47,3.98,2745,uid_44926
2.2,Ideal,H,VS2,61.7,55.0,8.41,8.38,5.18,17460,uid_20210
2.22,Ideal,G,SI2,62.6,57.0,8.35,8.29,5.21,14637,uid_9263
0.79,Ideal,I,SI1,61.6,57.0,5.94,6.0,3.68,2442,uid_44936
0.7,Ideal,E,SI2,60.6,56.0,5.73,5.78,3.49,2405,uid_31160
2.8,Premium,I,SI2,61.1,59.0,9.03,8.98,5.5,15030,uid_49478
1.54,Premium,D,VS2,59.3,59.0,7.61,7.54,4.49,16889,uid_26505
1.01,Good,G,SI1,63.3,59.0,6.24,6.31,3.97,4781,uid_53207
1.53,Premium,J,VS2,62.9,59.0,7.34,7.31,4.61,7554,uid_21141
1.41,Ideal,G,VS1,60.4,57.0,7.31,7.22,4.39,11109,uid_15327
0.41,Ideal,G,SI2,60.9,56.0,4.84,4.81,2.94,810,uid_21799
0.31,Ideal,E,VS1,61.9,56.0,4.34,4.32,2.68,942,uid_15207
1.43,Ideal,G,VS1,59.9,57.0,7.35,7.3,4.39,11302,uid_10054
0.31,Ideal,D,SI1,61.8,57.0,4.32,4.36,2.68,571,uid_22636
0.5,Ideal,E,VS2,61.3,55.0,5.13,5.15,3.15,1695,uid_1589
0.31,Premium,G,VVS1,59.5,60.0,4.39,4.41,2.62,816,uid_44888
0.39,Ideal,F,VVS2,60.4,60.0,4.73,4.78,2.87,1031,uid_27403
0.35,Premium,H,VVS1,61.2,60.0,4.55,4.5,2.77,1024,uid_36081
2.11,Ideal,J,VS1,61.8,56.2,8.2,8.23,5.07,15766,uid_11392
0.7,Ideal,F,SI1,59.9,57.0,5.74,5.82,3.46,2264,uid_11913
0.4,Very Good,F,VVS2,63.0,57.0,4.63,4.7,2.94,963,uid_31644
1.58,Premium,G,VVS2,62.4,56.0,7.5,7.4,4.65,14855,uid_5670
0.32,Very Good,E,VS2,62.9,56.0,4.36,4.39,2.75,702,uid_5158
0.28,Ideal,F,VVS2,61.6,55.0,4.22,4.26,2.61,612,uid_23588
0.72,Premium,E,SI2,59.3,60.0,5.88,5.85,3.48,1808,uid_38035
1.01,Ideal,G,SI1,62.3,57.0,6.41,6.36,3.98,4694,uid_12484
1.24,Premium,I,VS2,60.2,58.0,6.98,6.93,4.19,6257,uid_53810
0.31,Ideal,D,SI2,62.5,55.0,4.34,4.3,2.7,593,uid_19173
0.5,Good,G,SI1,62.5,64.0,4.93,4.99,3.1,1197,uid_18730
1.23,Ideal,G,VS1,61.4,56.0,6.96,6.91,4.26,9133,uid_5173
1.19,Very Good,H,SI1,63.3,55.0,6.76,6.69,4.26,5698,uid_45030
2.38,Premium,J,SI2,60.6,59.0,8.66,8.63,5.24,10716,uid_10070
0.9,Very Good,F,VS2,64.2,59.0,6.07,6.11,3.91,4268,uid_44622
0.4,Good,G,SI1,63.1,56.0,4.72,4.75,2.99,655,uid_27301
1.01,Ideal,E,VVS2,61.4,56.0,6.49,6.45,3.97,10283,uid_29809
1.23,Very Good,H,VS2,58.5,62.0,6.98,7.0,4.09,6039,uid_40965
0.4,Good,D,VS1,56.3,59.0,4.94,4.97,2.79,1254,uid_48459
1.52,Ideal,F,SI2,61.9,57.0,7.33,7.37,4.55,9948,uid_14237
0.56,Ideal,E,VS1,62.3,57.0,5.3,5.26,3.29,1791,uid_41114
0.55,Ideal,F,SI2,61.2,56.0,5.29,5.23,3.22,1263,uid_33540
0.7,Very Good,F,SI1,61.4,59.0,5.67,5.7,3.49,2312,uid_14661
0.65,Very Good,G,VVS2,61.3,59.0,5.51,5.61,3.41,2178,uid_26670
0.27,Good,E,VVS1,63.9,57.0,4.1,4.07,2.61,752,uid_12485
0.78,Ideal,F,SI2,60.6,55.0,5.99,6.0,3.63,2365,uid_49037
1.02,Premium,G,SI2,62.5,59.0,6.42,6.37,4.0,4370,uid_16514
0.31,Ideal,H,VVS2,62.4,57.0,4.36,4.32,2.71,802,uid_53018
1.0,Good,G,SI2,57.8,64.0,6.55,6.5,3.77,3651,uid_32809
0.3,Ideal,F,VS2,62.1,55.0,4.31,4.26,2.66,776,uid_3186
0.9,Good,E,SI1,62.2,65.0,6.13,6.08,3.8,3274,uid_4701
1.0,Very Good,E,VVS2,61.0,62.0,6.4,6.46,3.92,8638,uid_11293
1.01,Good,E,SI2,63.9,58.0,6.37,6.31,4.05,3737,uid_28980
0.81,Very Good,F,VVS2,63.1,56.0,5.99,5.9,3.75,3992,uid_26314
0.9,Ideal,H,VS1,61.8,55.0,6.21,6.14,3.82,4964,uid_31940
0.5,Ideal,H,VS2,61.3,56.0,5.12,5.16,3.15,1349,uid_30460
0.38,Premium,E,VS2,60.5,58.0,4.7,4.66,2.83,1112,uid_31555
1.0,Premium,F,SI1,61.6,61.0,6.37,6.3,3.9,5292,uid_47527
1.25,Ideal,G,VVS2,62.5,54.0,6.88,6.93,4.31,10636,uid_14218
1.51,Very Good,E,VS2,63.3,61.0,7.24,7.17,4.56,13757,uid_18528
0.25,Ideal,G,VS1,62.6,53.0,4.01,4.07,2.53,438,uid_13827
1.25,Very Good,G,VS1,60.7,56.0,6.93,7.01,4.23,9116,uid_12375
0.32,Ideal,D,SI1,60.9,56.0,4.4,4.43,2.69,589,uid_33638
0.4,Ideal,D,VS1,59.9,57.0,4.77,4.82,2.87,1123,uid_31072
1.07,Premium,G,SI1,61.0,58.0,6.66,6.59,4.04,5091,uid_32055
0.3,Premium,F,SI1,60.9,60.0,4.33,4.37,2.65,500,uid_35117
1.01,Very Good,D,VS1,63.1,56.0,6.38,6.33,4.01,7785,uid_422
0.57,Very Good,F,VVS2,62.6,58.0,5.28,5.3,3.31,2290,uid_18547
1.1,Very Good,H,SI1,62.1,58.0,6.59,6.61,4.1,4276,uid_18795
0.41,Ideal,F,VVS1,61.9,56.0,4.79,4.77,2.96,1356,uid_19618
0.28,Ideal,E,VVS2,62.4,56.0,4.16,4.2,2.61,646,uid_17509
0.31,Ideal,E,VVS1,61.5,56.0,4.34,4.37,2.68,853,uid_41484
0.44,Very Good,G,SI1,60.3,58.0,4.94,4.99,2.99,786,uid_46123
1.52,Good,H,SI1,64.1,59.0,7.11,7.18,4.58,8915,uid_47098
0.33,Ideal,G,VVS2,62.0,53.5,4.44,4.48,2.76,754,uid_30415
0.32,Ideal,H,VVS1,61.9,56.0,4.38,4.41,2.72,730,uid_14043
0.31,Very Good,H,VS2,58.9,61.0,4.43,4.46,2.62,457,uid_30666
0.35,Ideal,G,VVS1,61.0,56.0,4.56,4.59,2.79,1028,uid_31566
1.21,Ideal,I,SI2,60.6,56.0,6.92,6.94,4.2,5091,uid_21337
0.32,Ideal,E,VS2,62.0,55.0,4.36,4.38,2.71,702,uid_21995
0.32,Very Good,G,VVS2,62.3,54.0,4.38,4.45,2.75,730,uid_7269
1.7,Ideal,J,VS2,62.5,57.0,7.6,7.63,4.76,9414,uid_30673
0.56,Ideal,F,VS2,61.8,55.0,5.3,5.34,3.29,1950,uid_46073
0.42,Ideal,G,VVS1,61.1,56.0,4.87,4.82,2.96,1235,uid_51862
0.7,Very Good,D,SI1,61.0,59.0,5.67,5.7,3.47,2409,uid_823
0.33,Ideal,F,VS2,61.6,55.0,4.45,4.48,2.75,666,uid_23676
1.5,Very Good,D,SI1,62.7,59.0,7.21,7.24,4.53,11442,uid_2819
0.34,Ideal,G,VVS1,62.1,53.0,4.49,4.53,2.8,863,uid_10667
1.26,Ideal,H,SI1,61.0,56.0,7.0,7.04,4.28,6715,uid_7465
0.31,Ideal,F,VVS1,61.1,56.0,4.37,4.4,2.68,975,uid_16797
0.56,Ideal,F,VS1,61.7,56.0,5.32,5.28,3.27,2016,uid_38936
0.45,Ideal,F,VS2,62.8,55.0,4.88,4.86,3.06,945,uid_19232
0.41,Ideal,G,IF,61.7,56.0,4.8,4.77,2.95,1431,uid_12010
1.67,Very Good,I,VS1,61.6,59.1,7.61,7.64,4.7,11867,uid_8249
0.9,Ideal,F,SI1,62.5,56.0,6.13,6.16,3.84,4054,uid_24164
0.55,Ideal,F,VS2,61.7,56.0,5.26,5.3,3.26,1692,uid_16631
0.46,Good,G,VVS2,60.2,60.5,4.98,5.04,3.02,1245,uid_8100
0.9,Good,D,VS2,57.9,62.0,6.33,6.24,3.64,3604,uid_52411
0.76,Very Good,F,SI1,62.9,57.0,5.79,5.81,3.65,2770,uid_17868
0.64,Ideal,F,VS2,62.3,56.0,5.53,5.49,3.43,2189,uid_14769
1.26,Ideal,H,VS2,61.7,56.0,6.95,6.89,4.27,7424,uid_26483
1.02,Good,G,VS2,63.6,57.0,6.38,6.41,4.07,5816,uid_22835
1.5,Premium,G,SI1,62.9,56.0,7.34,7.22,4.58,9954,uid_22735
0.33,Ideal,D,SI1,62.2,54.0,4.45,4.46,2.77,575,uid_7939
0.5,Very Good,H,SI1,63.1,55.0,5.09,5.02,3.19,984,uid_46048
2.02,Very Good,D,SI2,60.6,57.0,8.19,8.25,4.98,15334,uid_20408
0.7,Ideal,D,VS2,61.0,57.0,5.74,5.76,3.51,2833,uid_14275
0.28,Good,E,SI1,62.6,60.0,4.12,4.15,2.59,373,uid_219
0.38,Ideal,D,SI1,62.2,54.0,4.69,4.65,2.9,1066,uid_11368
1.2,Ideal,G,VVS2,62.2,55.0,6.77,6.81,4.23,9407,uid_53811
0.34,Very Good,I,SI1,60.4,56.0,4.54,4.56,2.75,459,uid_41637
0.71,Ideal,F,VS1,61.3,56.0,5.69,5.75,3.51,3710,uid_11358
0.47,Very Good,I,VS2,63.2,56.0,4.92,4.98,3.13,935,uid_53039
2.02,Very Good,H,SI2,62.7,59.0,8.04,7.98,5.02,15666,uid_49226
0.34,Ideal,G,VS2,61.0,55.0,4.56,4.58,2.79,628,uid_18200
0.53,Ideal,F,VVS1,61.4,57.0,5.23,5.2,3.2,2860,uid_8015
1.11,Ideal,H,SI2,61.3,60.0,6.68,6.66,4.09,4520,uid_37714
2.01,Premium,D,SI2,62.7,58.0,8.06,7.99,5.03,16776,uid_43408
0.52,Good,I,SI1,63.6,60.0,5.1,5.05,3.23,1073,uid_34984
0.32,Ideal,H,IF,61.4,55.0,4.42,4.47,2.73,814,uid_27055
1.52,Ideal,D,SI1,61.2,57.0,7.47,7.4,4.55,13329,uid_10453
0.37,Ideal,G,VS2,62.2,57.0,4.59,4.64,2.87,649,uid_14452
0.53,Very Good,D,VVS2,60.5,57.0,5.23,5.31,3.19,2542,uid_5441
0.8,Ideal,I,VS2,62.6,54.0,5.93,5.96,3.72,2694,uid_12763
1.7,Ideal,E,SI2,61.6,57.0,7.63,7.57,4.68,9139,uid_35400
0.51,Very Good,E,VS2,61.4,56.0,5.15,5.18,3.17,1612,uid_9959
1.12,Ideal,G,SI1,62.0,55.0,6.65,6.68,4.13,5451,uid_15157
0.4,Ideal,G,VVS2,61.5,57.0,4.74,4.76,2.92,1172,uid_22008
0.39,Very Good,G,VS1,61.7,62.0,4.65,4.69,2.88,741,uid_31032
0.41,Very Good,H,SI1,62.6,59.0,4.72,4.77,2.97,683,uid_9951
0.24,Very Good,F,VS1,62.9,59.0,3.95,3.97,2.49,393,uid_42974
0.39,Ideal,D,VVS2,61.8,57.0,4.67,4.71,2.9,1232,uid_43317
1.01,Ideal,F,I1,62.2,54.0,6.42,6.44,4.0,3377,uid_41008
0.45,Good,F,VS1,58.6,62.2,5.0,5.05,2.95,1144,uid_36478
0.32,Ideal,G,VVS1,61.4,57.0,4.42,4.44,2.72,814,uid_34831
1.95,Very Good,H,VS2,61.7,55.0,8.0,8.05,4.95,17374,uid_45628
1.68,Ideal,G,VS2,62.1,55.0,7.64,7.59,4.73,10838,uid_8374
1.39,Premium,F,SI1,62.1,58.0,7.16,7.1,4.43,8631,uid_43017
2.06,Ideal,I,SI2,62.3,57.0,8.2,8.12,5.09,14428,uid_25460
0.31,Premium,F,VS2,62.3,59.0,4.33,4.3,2.69,802,uid_34601
1.0,Fair,D,SI2,64.8,60.0,6.23,6.18,4.02,3304,uid_50687
0.51,Ideal,E,VS2,61.7,53.0,5.18,5.2,3.2,1590,uid_11134
0.52,Ideal,I,VS2,61.8,54.0,5.16,5.2,3.2,1152,uid_3830
0.56,Ideal,H,VVS2,61.8,56.0,5.28,5.33,3.28,2118,uid_39172
0.33,Ideal,G,VVS2,61.7,55.0,4.46,4.49,2.76,730,uid_8070
0.59,Very Good,I,SI1,61.7,55.2,5.39,5.41,3.33,1257,uid_50050
0.54,Premium,D,VS1,61.1,58.0,5.3,5.24,3.22,2100,uid_15682
0.5,Very Good,E,VS2,63.2,56.0,5.06,5.03,3.19,1397,uid_5821
0.59,Ideal,G,IF,62.5,57.0,5.34,5.38,3.35,2611,uid_21273
0.53,Ideal,E,VS2,62.7,54.0,5.15,5.18,3.24,1721,uid_34556
0.44,Ideal,E,SI1,62.6,56.0,4.84,4.9,3.05,810,uid_32855
0.51,Fair,F,VVS2,65.4,60.0,4.98,4.9,3.23,3920,uid_53904
0.31,Premium,H,SI1,61.0,61.0,4.39,4.33,2.66,558,uid_29398
1.21,Very Good,E,SI1,62.2,60.0,6.78,6.76,4.21,7703,uid_44440
1.0,Good,G,VS1,64.4,58.0,6.23,6.29,4.03,5906,uid_19074
1.01,Ideal,F,VS2,62.5,55.0,6.38,6.41,4.0,7338,uid_7613
0.31,Premium,F,IF,60.8,59.0,4.36,4.39,2.66,874,uid_36594
1.06,Ideal,G,SI2,62.1,58.0,6.49,6.53,4.04,4987,uid_28457
0.52,Ideal,G,VS2,62.0,55.0,5.19,5.13,3.2,1577,uid_6258
0.3,Premium,G,VS2,60.6,61.0,4.32,4.29,2.61,675,uid_14505
1.23,Ideal,E,VVS2,59.9,57.0,6.95,7.03,4.19,13034,uid_42237
1.03,Ideal,G,VVS1,61.7,56.0,6.45,6.56,4.0,7708,uid_16609
0.77,Premium,J,VS2,62.3,58.0,5.86,5.8,3.63,1792,uid_21703
0.71,Very Good,D,VS1,62.9,56.0,5.65,5.7,3.57,3465,uid_43931
1.09,Premium,H,SI2,61.7,60.0,6.59,6.57,4.06,4578,uid_31762
1.2,Very Good,F,VS2,62.6,56.0,6.73,6.78,4.23,8334,uid_17273
0.42,Premium,E,SI1,62.0,58.0,4.85,4.82,3.0,926,uid_51914
0.51,Ideal,G,VS1,61.9,56.0,5.14,5.1,3.17,1781,uid_48469
0.9,Very Good,I,VS1,63.5,57.0,6.06,6.03,3.84,3484,uid_25005
1.24,Premium,J,SI1,61.8,58.0,6.9,6.86,4.25,4687,uid_45857
0.7,Good,E,VS2,64.2,60.0,5.58,5.64,3.6,2394,uid_48996
0.43,Premium,G,VS2,61.1,59.0,4.86,4.83,2.96,1113,uid_5174
0.7,Ideal,E,SI1,62.5,57.0,5.7,5.72,3.57,2757,uid_99
0.96,Premium,E,SI2,58.2,58.0,6.52,6.47,3.78,4462,uid_32716
0.76,Ideal,E,VS2,61.3,56.0,5.79,5.83,3.56,3079,uid_40794
0.5,Ideal,E,VS2,61.6,55.0,5.09,5.14,3.15,1624,uid_243
1.06,Ideal,F,SI1,61.3,57.0,6.56,6.51,4.01,4862,uid_37178
1.01,Good,H,SI2,57.9,59.0,6.64,6.59,3.83,3903,uid_52566
0.5,Ideal,E,VS2,63.0,57.0,5.04,4.99,3.16,1629,uid_18631
1.08,Good,E,SI2,63.7,57.0,6.49,6.54,4.15,4656,uid_53055
0.42,Premium,G,SI1,61.7,58.0,4.8,4.76,2.95,945,uid_26293
1.7,Very Good,G,VVS2,61.5,60.0,7.59,7.64,4.68,17073,uid_30500
0.35,Ideal,D,SI1,62.3,55.0,4.51,4.54,2.82,644,uid_13271
0.33,Ideal,G,VS1,61.9,55.0,4.44,4.49,2.77,699,uid_1508
0.9,Premium,H,VS1,62.1,59.0,6.14,6.09,3.8,4234,uid_53283
0.53,Very Good,E,SI2,63.2,54.0,5.19,5.16,3.27,1227,uid_6786
0.31,Premium,E,VS2,60.8,55.0,4.42,4.39,2.68,930,uid_16850
1.02,Very Good,E,I1,60.6,63.0,6.46,6.52,3.93,3141,uid_20625
0.56,Premium,I,VVS1,62.4,56.0,5.28,5.24,3.28,1698,uid_44596
0.9,Good,E,SI2,61.3,61.0,6.13,6.17,3.77,3895,uid_30504
2.01,Premium,E,SI2,62.0,61.0,8.1,8.04,5.0,17179,uid_52171
0.72,Ideal,E,VS2,62.7,55.0,5.76,5.73,3.6,2691,uid_29902
0.71,Ideal,F,SI1,61.9,56.0,5.69,5.74,3.54,2999,uid_37081
1.73,Very Good,I,SI1,61.2,60.0,7.65,7.67,4.69,10761,uid_9917
1.51,Very Good,G,SI1,59.6,60.0,7.42,7.45,4.43,10576,uid_5759
0.33,Ideal,H,VVS2,62.2,56.0,4.44,4.46,2.77,666,uid_35660
0.27,Very Good,F,VS2,63.3,58.0,4.08,4.1,2.59,470,uid_49605
0.54,Ideal,E,SI2,60.4,57.0,5.27,5.33,3.2,1246,uid_48968
0.52,Very Good,G,VS1,62.3,58.0,5.14,5.17,3.21,1629,uid_20792
0.31,Ideal,F,IF,60.9,56.0,4.37,4.4,2.67,914,uid_39019
1.07,Ideal,J,SI1,61.5,55.0,6.58,6.62,4.06,5281,uid_26166
0.33,Ideal,D,VS2,62.1,54.0,4.46,4.43,2.76,1002,uid_7616
0.31,Premium,E,VS2,60.5,60.0,4.34,4.39,2.64,544,uid_24605
0.77,Premium,F,VS1,62.1,60.0,5.82,5.77,3.6,3343,uid_3089
1.13,Ideal,H,VS2,62.0,57.0,6.61,6.69,4.12,6045,uid_2131
0.7,Ideal,E,VS2,61.7,56.0,5.74,5.71,3.53,2979,uid_7889
0.54,Ideal,E,VS2,61.9,57.0,5.2,5.23,3.23,1754,uid_32935
1.2,Very Good,F,VS1,62.9,57.0,6.73,6.78,4.25,9586,uid_43198
1.3,Good,J,VS2,63.6,59.0,6.9,6.87,4.38,5269,uid_45726
0.3,Ideal,E,VS1,62.0,53.0,4.31,4.33,2.68,673,uid_49545
0.78,Ideal,G,SI1,62.8,56.0,5.88,5.84,3.68,2583,uid_37878
0.8,Ideal,G,VVS2,61.5,55.0,5.95,5.99,3.68,4740,uid_51408
1.26,Ideal,J,VS2,63.2,57.0,6.86,6.81,4.32,5306,uid_51023
1.53,Premium,J,VVS1,61.6,58.0,7.4,7.37,4.55,9322,uid_36465
1.24,Ideal,H,VVS2,62.0,56.0,6.92,6.86,4.27,8069,uid_49367
1.2,Premium,I,VS2,61.8,55.0,6.93,6.8,4.24,5699,uid_14779
1.01,Good,E,VS2,63.3,60.0,6.3,6.33,4.0,6399,uid_10508
